,Geol,Dol_den,Lin_order1,Lin_order2,RTP,BGA,eK,eU,eTh,ZR,BA,RB,NB,CE,TH,U,TREE,MGO,CAO,K2O,SIO2,Label,CLUSTER_ID
113,2.0,0.0,2828.427001953125,2000.0,159.0,111.0,0.45554450154304504,1.266840934753418,8.193601608276367,612.2110595703125,485.8775634765625,60.76416778564453,14.40332317352295,72.21051788330078,12.745570182800293,2.307826280593872,202.18553161621094,3.920811891555786,2.6613149642944336,1.1361939907073975,60.49583435058594,1,7
114,3.0,0.0,0.0,8246.2109375,63.0,199.0,0.6659411191940308,1.505556344985962,8.99144172668457,347.3871154785156,483.4627380371094,84.27677917480469,10.891592025756836,90.56562042236328,10.222474098205566,2.6647493839263916,245.866943359375,1.7134937047958374,3.2717535495758057,2.0041258335113525,59.551944732666016,1,5
115,3.0,0.0,2000.0,8944.2724609375,47.0,135.0,0.5827643275260925,1.5890092849731445,9.77404499053955,387.7864685058594,532.47509765625,72.6118392944336,11.856729507446289,78.15327453613281,10.654768943786621,2.702632427215576,207.8981475830078,1.8703116178512573,3.2385964393615723,1.5839321613311768,60.13726043701172,1,5
116,3.0,0.0,2000.0,8944.2724609375,47.0,135.0,0.5827643275260925,1.5890092849731445,9.77404499053955,387.7864685058594,532.47509765625,72.6118392944336,11.856729507446289,78.15327453613281,10.654768943786621,2.702632427215576,207.8981475830078,1.8703116178512573,3.2385964393615723,1.5839321613311768,60.13726043701172,1,5
117,3.0,0.0,2000.0,10770.3291015625,47.0,167.0,1.3276625871658325,1.5643117427825928,7.994076728820801,439.6477966308594,545.8836059570312,73.13517761230469,11.29046630859375,81.3400650024414,9.65230655670166,2.7993321418762207,225.94839477539062,1.7416435480117798,3.279313087463379,1.752853512763977,58.76716232299805,1,5
118,2.0,0.0,4472.13623046875,2000.0,247.0,219.0,0.8424772024154663,1.9177695512771606,8.071158409118652,660.3624267578125,643.7220458984375,85.02241516113281,12.717464447021484,71.95531463623047,15.241873741149902,2.8558356761932373,198.5185089111328,3.8043458461761475,2.005181074142456,0.8894155621528625,61.964385986328125,1,7
119,2.0,1.6894546747207642,2828.427001953125,2000.0,95.0,227.0,1.991226077079773,2.244260549545288,13.295357704162598,667.302001953125,648.52197265625,81.7529525756836,12.814469337463379,67.37799072265625,14.992239952087402,2.619424819946289,188.9058074951172,3.6731905937194824,1.7556458711624146,0.9129626154899597,62.10271453857422,1,7
120,2.0,0.0,10770.3291015625,0.0,79.0,79.0,1.5687434673309326,1.327154517173767,7.181484699249268,735.808837890625,598.9603271484375,78.86514282226562,15.359724998474121,110.54316711425781,18.84429931640625,3.0847201347351074,305.5279235839844,2.987441301345825,1.9488122463226318,1.020094394683838,61.047393798828125,1,7
121,2.0,0.0,8944.2724609375,2000.0,63.0,95.0,2.203308582305908,2.08601713180542,16.732887268066406,709.4284057617188,579.2889404296875,74.32623291015625,15.180237770080566,97.15276336669922,15.441126823425293,2.7988085746765137,273.58624267578125,3.0873217582702637,1.7676458358764648,1.0008487701416016,60.518585205078125,1,7
122,2.0,0.0,10770.3291015625,0.0,79.0,79.0,1.5687434673309326,1.327154517173767,7.181484699249268,735.808837890625,598.9603271484375,78.86514282226562,15.359724998474121,110.54316711425781,18.84429931640625,3.0847201347351074,305.5279235839844,2.987441301345825,1.9488122463226318,1.020094394683838,61.047393798828125,1,7
123,2.0,4.449055194854736,5656.85400390625,0.0,183.0,167.0,2.6868903636932373,2.2345519065856934,19.1968936920166,768.9403686523438,525.7667236328125,73.2625961303711,13.28993034362793,82.0212173461914,16.266571044921875,3.522132396697998,231.8472137451172,3.6062376499176025,2.0480709075927734,0.9978446364402771,60.02614974975586,1,7
124,2.0,4.449055194854736,5656.85400390625,0.0,183.0,167.0,2.6868903636932373,2.2345519065856934,19.1968936920166,768.9403686523438,525.7667236328125,73.2625961303711,13.28993034362793,82.0212173461914,16.266571044921875,3.522132396697998,231.8472137451172,3.6062376499176025,2.0480709075927734,0.9978446364402771,60.02614974975586,1,7
125,2.0,94.51105499267578,2000.0,4472.13623046875,219.0,63.0,1.9051698446273804,1.8281382322311401,6.887845039367676,438.6426086425781,327.52520751953125,112.45594024658203,13.878479957580566,55.24760055541992,13.165311813354492,2.5009958744049072,159.47157287597656,1.3661147356033325,1.6520590782165527,2.2823755741119385,60.9015998840332,1,1
